,Date,Brand,ProductDescription,Reason,Company,Url
4171,9/10/18,Pharm D Solutions,Compounded drugs,Lack of Sterility Assurance,Pharm D Solutions LLC,https://www.fda.gov/Safety/Recalls/ucm620054.htm
4172,9/8/18,Gravel Ridge Farms,Cage Free Eggs,Salmonella,Gravel Ridge Farms,https://www.fda.gov/Safety/Recalls/ucm619886.htm
4173,9/7/18,"Steve's Real Food, Quest",Pet food,"Steve's Real Food, Quest",Steve's Real Food,https://www.fda.gov/Safety/Recalls/ucm619888.htm
4174,9/6/18,SCA Pharmaceuticals,Furosemide 100 mg in 0.9% Sodium Chloride 100 mg bag,visible particulate matter,SCA Pharmaceuticals LLC (“SCA Pharma”),https://www.fda.gov/Safety/Recalls/ucm619776.htm
4175,9/5/18,Camber Pharmaceuticals,"Montelukast Sodium Tablets, USP 10mg",Product label mix up/may contain Losartan Potassium Tablets,"Camber Pharmaceuticals, Inc",https://www.fda.gov/Safety/Recalls/ucm619825.htm
4176,9/5/18,Beaumont Bio Med Homeopathic,Homeopathic oral sprays,Microbial contamination,"Beaumont Bio Med, Inc.",https://www.fda.gov/Safety/Recalls/ucm619587.htm
4177,9/4/18,H&C Food Inc,Frozen Fish Balls & Fuzhou Fish Balls,"Undeclared Wheat, Pork, Egg and Crustacean",H&C Food Inc,https://www.fda.gov/Safety/Recalls/ucm619231.htm
4178,8/31/18,"G & C Raw, Kim’s Special, Pat’s Cat",Raw dog and cat food,Potential Listeria monocytogenes contamination,"G & C Raw, LLC",https://www.fda.gov/Safety/Recalls/ucm624214.htm
4179,8/29/18,"Neuroveen, Respitrol, Thyroveev, Compulsin",Homeopathic Medicines,Possible Microbial Contamination,"HelloLife, Inc.",https://www.fda.gov/Safety/Recalls/ucm618926.htm
4180,8/29/18,CyPass,Micro-Stent,Significant endothelial cell loss,Alcon,https://www.fda.gov/Safety/Recalls/ucm619109.htm
4181,8/28/18,"CVS, Rhinall, Humist, more",Nasal Products and Baby Oral Gels,Pseudomonas aeruginosa contamination,Product Quest Manufacturing LLC,https://www.fda.gov/Safety/Recalls/ucm618803.htm
4182,8/27/18,Dr. King’s,Homeopathic products for human and animal use,Microbial contamination,King Bio,https://www.fda.gov/Safety/Recalls/ucm618585.htm
4183,8/27/18,Accord,Hydrochlorothiazide Tablets USP 12.5 mg,Labeling mix-up/may contain Spironolactone Tablets,Accord Healthcare Inc.,https://www.fda.gov/Safety/Recalls/ucm618583.htm
4184,8/27/18,Children’s Advil,Ibuprofen Oral Suspension,Dosage cup has incorrect measurement markings,"Pfizer, Inc.",https://www.fda.gov/Safety/Recalls/ucm618675.htm
4185,8/27/18,Allied Import Inc.,Lily Bulb,Undeclared Sulfites,Allied Imports Inc.,https://www.fda.gov/Safety/Recalls/ucm618743.htm
4186,8/24/18,Living Well Remedies,Homeopathic Spray for Weight Loss,Due to Microbial Contamination,"Living Well Remedies, LLC",https://www.fda.gov/Safety/Recalls/ucm618669.htm
4187,8/23/18,Torrent Pharmaceuticals Limited,Valsartan/Amlodipine/HCTZ; Valsartan/Amlodipine; and Valsartan tablets,Impurity detected in the API is N-nitrosodimethylamine (NDMA),Torrent Pharmaceuticals Limited,https://www.fda.gov/Safety/Recalls/ucm617821.htm
4188,8/22/18,"KB, DK, more",Homeopathic products,Microbial contamination,King Bio,https://www.fda.gov/Safety/Recalls/ucm617945.htm
4189,8/21/18,Rad Cat,Rad Cat Raw Diet,Potential for Listeria monocytogenes,"Radagast Pet Food, Inc.",https://www.fda.gov/Safety/Recalls/ucm617868.htm
4190,8/21/18,Premo Brand,Turkey and Cheese Wedge Sandwiches,Listeria monocytogenes,"Lipari Foods, LLC",https://www.fda.gov/Safety/Recalls/ucm617762.htm
4191,8/17/18,Torrent,Valsartan/Amlodipine/HCTZ Tablets,Impurity detected in the API is N-nitrosodimethylamine (NDMA),Torrent Pharmaceuticals,https://www.fda.gov/Safety/Recalls/ucm617347.htm
4192,8/15/18,Marsee Baking,Cookies,Undeclared Peanuts,Marsee Foods Inc. dba Marsee Baking,https://www.fda.gov/Safety/Recalls/ucm617097.htm
4193,8/14/18,Zakah Life,Kratom Containing Products,Salmonella,"Zakah Life, LLC",https://www.fda.gov/Safety/Recalls/ucm617098.htm
4194,8/14/18,Salt & Straw,Chocolate Gooey Brownie Ice Cream,Undeclared peanuts,Salt & Straw Ice Cream,https://www.fda.gov/Safety/Recalls/ucm616965.htm
4195,8/13/18,Blissful Remedies,Products Containing Kratom,High microbial load,"World Organix, LLC",https://www.fda.gov/Safety/Recalls/ucm616749.htm
4196,8/9/18,"Westminster Pharmaceuticals, LLC","Levothyroxine and Liothyronine (Thyroid Tablets, USP) 15 mg, 30 mg, 60 mg, 90 mg, & 120 mg",Risk of Adulteration,"Westminster Pharmaceuticals, LLC",https://www.fda.gov/Safety/Recalls/ucm616601.htm
4197,8/8/18,CVS Health,12 Hour Sinus Relief Nasal Mist,Product was found to contain Pseudomonas aeruginosa,Product Quest Manufacturing (“Product Quest”),https://www.fda.gov/Safety/Recalls/ucm616189.htm
4198,8/8/18,"Camber Pharmaceuticals, Inc.","Valsartan Tablets, USP, 40mg, 80mg, 160mg and 320mg",Detection of trace amounts of N-Nitrosodimethylamine (NDMA),"Camber Pharmaceuticals, Inc.",https://www.fda.gov/Safety/Recalls/ucm616405.htm
4199,8/6/18,Best Taste,Snack Ginger Sliced,Undeclared Sulfites,Country Favor Inc.,https://www.fda.gov/Safety/Recalls/ucm616303.htm
4200,8/3/18,"G & C Raw, more",Ground Lamb Dog Food and Ground Turkey Cat Food,Potential to be contaminated with Listeria monocytogenes,G & C Raw LLC,https://www.fda.gov/Safety/Recalls/ucm615902.htm
4201,8/3/18,Hostess,Cookies 'n Creme Brownies,"The ""Contains"" statement does not include ""egg"".","Hostess Brands, LLC",https://www.fda.gov/Safety/Recalls/ucm615883.htm
4202,8/2/18,Almond Breeze,Vanilla almondmilk,Undeclared milk,HP Hood LLC,https://www.fda.gov/Safety/Recalls/ucm615707.htm
4203,8/1/18,Sweet Earth,Aloha BBQ Quesadilla,Undeclared Egg and Milk,Sweet Earth Foods,https://www.fda.gov/Safety/Recalls/ucm615532.htm
4204,7/31/18,Auromedics,"Piperacillin and Tazobactam for injection, USP 3.375 g",Glass and silicone particulate matter,AuroMedics Pharma,https://www.fda.gov/Safety/Recalls/ucm615383.htm
4205,7/28/18,"Premo, Fresh Grab",Sandwiches,Listeria monocytogenes,Lipari Foods LLC,https://www.fda.gov/Safety/Recalls/ucm615055.htm
4206,7/28/18,Ranier's RX Laboratory,Compounded drug products,Sterility concerns,Ranier's RX Laboratory,https://www.fda.gov/Safety/Recalls/ucm615054.htm
4207,7/27/18,El Guapo,Jamaica Hibiscus Flower,Undeclared Peanut,Mojave Foods Corporation,https://www.fda.gov/Safety/Recalls/ucm616080.htm
4208,7/26/18,TeaSource,Loose Leaf Tea,Undeclared almonds,TeaSource,https://www.fda.gov/Safety/Recalls/ucm615023.htm
4209,7/25/18,"Associated Milk Producers, Inc. (AMPI)",Dry Whey Powder,Salmonella,"Associated Milk Producers, Inc. (AMPI)",https://www.fda.gov/Safety/Recalls/ucm614759.htm
4210,7/24/18,Taco Bell,Salsa Con Queso Mild Cheese Dip,Product separation which can lead to a potential health hazard,Kraft Heinz,https://www.fda.gov/Safety/Recalls/ucm614642.htm
4211,7/23/18,"Mrs. Freshley's, Food Lion, Captain John Derst's, more",Swiss Rolls and Bread,Salmonella,"Flowers Foods, Inc.",https://www.fda.gov/Safety/Recalls/ucm614378.htm
4212,7/23/18,Goldfish,Crackers,Salmonella,Pepperidge Farm,https://www.fda.gov/Safety/Recalls/ucm614548.htm
4213,7/21/18,Ritz,Cracker Sandwiches,Salmonella,Mondelez Global LLC,https://www.fda.gov/Safety/Recalls/ucm614253.htm
4214,7/20/18,Sherman Candy Co.,Sherman Candy Caramels sold in gift baskets,"May contain undeclared pecans, walnuts, almonds and/or peanuts","Gift Services, Inc. dba GiftTree",https://www.fda.gov/Safety/Recalls/ucm614189.htm
4215,7/20/18,"Dr. King’s, Dr. King’s Aquaflora","Homeopathic liquids: Candida liquid, lymph detox liquid, baby teething liquid","microbial contaminants Pseudomonas Brenneri, Pseudomonas Fluroescens and Burkholderia Multivorans.",King Bio Inc.,https://www.fda.gov/Safety/Recalls/ucm614175.htm
4216,7/20/18,Food Lion,Dill Pickle Flavored Potato Chips,May contain undeclared milk,"Shearer’s Foods, LLC",https://www.fda.gov/Safety/Recalls/ucm614164.htm
4217,7/20/18,Mintrate,Cattle Feed,Elevated non-protein nitrogen,ADM Animal Nutrition,https://www.fda.gov/Safety/Recalls/ucm615276.htm
4218,7/18/18,H-E-B,Creamy Creations ice creams and sherbets,Due to broken metal in processing equipment,H-E-B,https://www.fda.gov/Safety/Recalls/ucm613925.htm
4219,7/18/18,"Seattle Sourdough Baking Company, Franz","Seattle Sourdough Pub Buns, Franz Premium Pub Buns",May contain undeclared soy,Portland French Bakery,https://www.fda.gov/Safety/Recalls/ucm613922.htm
4220,7/17/18,Hy-Vee,Spring Pasta Salad,May be contaminated with Salmonella,Hy-Vee,https://www.fda.gov/Safety/Recalls/ucm613777.htm
4221,7/17/18,Actavis,Valsartan and Valsartan Hydrochlorothiazide Tablets,Impurity detected in the API is Nnitrosodimethylamine (NDMA),Teva Pharmaceuticals USA,https://www.fda.gov/Safety/Recalls/ucm613729.htm
4222,7/17/18,Prinston Pharmaceutical Inc. dba Solco Healthcare LLC,"Valsartan Tablets, 40 mg, 80mg, 160mg, and 320mg; and Valsartan-Hydrochlorothiazide Tablets, 80mg/12.5mg, 160mg/12.5mg, 160mg/25mg, 320mg/12.5mg, and 320mg/25mg","Detection of a Trace Amount of Unexpected Impurity, N- nitrosodimethylamine (NDMA)",Prinston Pharmaceutical Inc. dba Solco Healthcare LLC,https://www.fda.gov/Safety/Recalls/ucm613504.htm
4223,7/16/18,Utz®,Carolina Style Barbeque Potato Chips,due to undeclared soy,"Utz® Quality Foods, LLC",https://www.fda.gov/Safety/Recalls/ucm613605.htm
4224,7/14/18,AnnaSea,"Wasabi Ahi Poke Hawaiian Poke Kits, Limu Ahi Poke Hawaiian Poke Kits.",Due to storage at incorrect temperature,ALDI,https://www.fda.gov/Safety/Recalls/ucm613673.htm
4225,7/13/18,Major Pharmaceuticals,"Valsartan tablets, 80mg USP and 160 mg USP",may contain the probable carcinogen Nnitrosodimethylamine (NDMA),Major Pharmaceuticals,https://www.fda.gov/Safety/Recalls/ucm613625.htm
4226,7/13/18,Pictsweet Farms,Steam’ables Baby Brussels Sprouts,Because they may contain undeclared milk and soy,The Pictsweet Company,https://www.fda.gov/Safety/Recalls/ucm613676.htm
4227,7/12/18,"King Soopers, Smith’s and more",Salads,Undeclared peanuts,Papa John’s Salads and Produce,https://www.fda.gov/Safety/Recalls/ucm613463.htm
4228,7/12/18,Sonic-Fusion,Flossing toothbrush,Charging base may overheat with localized melting and sparking,"Water Pik, Inc",https://www.fda.gov/Safety/Recalls/ucm613512.htm
4229,7/6/18,Saje Natural Wellness,Splish Splash Gentle Baby Wash,Pseudomonas aeruginosa,Saje Natural Wellness,https://www.fda.gov/Safety/Recalls/ucm612744.htm
4230,7/6/18,Rad Cat,Raw Diet Cat Food (Free Range Chicken; Pasture-Raised Venison),Listeria monocytogenes or Shiga Toxin producing E. coli O121,"Radagast Pet Food, Inc.",https://www.fda.gov/Safety/Recalls/ucm612737.htm
4231,7/6/18,Prescript-Assist,Probiotic & Prebiotic Dietary Supplement,"Undeclared Allergens: Almonds, Crustaceans, Milk, Casein, Eggs, and Peanuts","LL’s Magnetic Clay, Inc.",https://www.fda.gov/Safety/Recalls/ucm612727.htm
4232,7/6/18,"Platinum, Slimming Plus and more",dietary supplements,Unapproved new drug,"MyNicNaxs, LLC",https://www.fda.gov/Safety/Recalls/ucm613197.htm
4233,7/2/18,United States Bakery,Hamburger Buns,Undeclared Milk,United States Bakery,https://www.fda.gov/Safety/Recalls/ucm612471.htm
4234,6/30/18,Kratom Powder Capsule,Kratom Powder Capsule,Potential Salmonella Contamination,Blissful Remedies,https://www.fda.gov/Safety/Recalls/ucm612376.htm
4235,6/29/18,Prescript-Assist,Probiotic and prebiotic dietary supplement,"Undeclared allergens, including almonds, crustaceans, milk, casein, eggs, and peanuts","LL’s Magnetic Clay, Inc.",https://www.fda.gov/Safety/Recalls/ucm612266.htm
4236,6/29/18,May Flower International Inc.,3+2 Soda Crackers,Undeclared Milk Allergens,May Flower International Inc.,https://www.fda.gov/Safety/Recalls/ucm612423.htm
4237,6/29/18,Fagron Sterile Services,Neostigmine Methylsulfate 5 mL Syringes,Mislabeling,Fagron Sterile Services,https://www.fda.gov/Safety/Recalls/ucm612364.htm
4238,6/29/18,Whole Foods Market,Oatmeal Cookies,Undeclared soy,Whole Foods Market,https://www.fda.gov/Safety/Recalls/ucm612328.htm
4239,6/28/18,Talking Rain,Sparkling Ice Cherry Limeade,Off Taste Off Odor,Talking Rain,https://www.fda.gov/Safety/Recalls/ucm612182.htm
4240,6/28/18,Hospira,"Daptomycin for Injection 500 mg, Lyophilized Powder For Solution, Single Dose Vial",Causes Infusion Reactions,Hospira Inc.,https://www.fda.gov/Safety/Recalls/ucm613488.htm
4241,6/28/18,Wish Bone,House Italian Salad Dressing,Undeclared milk and egg,Pinnacle Foods Inc.,https://www.fda.gov/Safety/Recalls/ucm612228.htm
4242,6/22/18,Honey Mama’s,Oregon Peppermint Cacao Nectar Bar,Undeclared Almonds,Nectar Foods Inc DBA Honey Mama’s,https://www.fda.gov/Safety/Recalls/ucm611610.htm
4243,6/21/18,Gaia Ethnobotanical,Kratom Products,Potential Salmonella contamination,"Gaia Ethnobotanical, LLC",https://www.fda.gov/Safety/Recalls/ucm611438.htm
4244,6/21/18,Now Real Food,Zesty Sprouting Mix,Potential Salmonella contamination,"Now Health Group, Inc.",https://www.fda.gov/Safety/Recalls/ucm611388.htm
4245,6/19/18,ALREEF,Dried Apricots Sour,Undeclared Sulfites,Golden Star Wholesale,https://www.fda.gov/Safety/Recalls/ucm611182.htm
4246,6/15/18,Del Monte,Vegetable Trays,Cyclospora,"Del Monte Fresh Produce N.A., Inc.",https://www.fda.gov/Safety/Recalls/ucm610992.htm
4247,6/14/18,Kellogg’s,Honey Smacks cereal,Salmonella,Kellogg Company,https://www.fda.gov/Safety/Recalls/ucm610815.htm
4248,6/13/18,Melissa's Spicy Edamame,Spicy Edamame,Undeclared Shellfish,"World Variety Produce, Inc.",https://www.fda.gov/Safety/Recalls/ucm610715.htm
4249,6/12/18,Dave’s Pet Food,‎95% Premium beef cans,Potential that product contains elevated levels of beef thyroid hormone,Dave’s Pet Food,https://www.fda.gov/Safety/Recalls/ucm610595.htm
4250,6/9/18,"Caito Food, Renaissance Food Group, Open Acres, more","Fresh cut cantaloupe, honeydew melon, watermelon, more",potential to be contaminated with Salmonella,Caito Foods,https://www.fda.gov/Safety/Recalls/ucm610345.htm
4251,6/4/18,Meijer,Dill Pickle Flavored Potato Chips,undeclared milk,"Shearer’s Foods, LLC",https://www.fda.gov/Safety/Recalls/ucm609810.htm
4252,6/4/18,Hospira,"Naloxone Hydrochloride Injection, USP, 0.4 mg/mL, 1 mL in 2.5 mL in the Carpuject™ Single-use cartridge Syringe System",Potential Presence of Particulate Matter,Hospira Inc.,https://www.fda.gov/Safety/Recalls/ucm609668.htm
4253,6/1/18,Sanders Candy,Fudge Bites,Undeclared almonds,Sanders Candy,https://www.fda.gov/Safety/Recalls/ucm609628.htm
4254,6/1/18,SDQ Trading,Cheese biscuits,Undeclared milk,SDQ Trading Inc.,https://www.fda.gov/Safety/Recalls/ucm609603.htm
4255,6/1/18,"STAT-Check, Medline",Resuscitator Bags,The patient port may detach during use,"SunMed Holdings, LLC",https://www.fda.gov/Safety/Recalls/ucm609533.htm
4256,5/31/18,Apotex,Fluticasone Propionate Nasal Spray,Potential for small glass particles,Apotex Corp.,https://www.fda.gov/Safety/Recalls/ucm609436.htm
4257,5/30/18,"EconoMax, Hill Country Fare, Creamy Creations",Ice cream and sherbet,Metal pieces,HEB,https://www.fda.gov/Safety/Recalls/ucm609347.htm
4258,5/29/18,Taytulla,Birth control capsules,Out of order packaging,Allergan,https://www.fda.gov/Safety/Recalls/ucm609044.htm
4259,5/25/18,H-E-B,Sliced Salad Olives,Glass,H-E-B,https://www.fda.gov/Safety/Recalls/ucm608988.htm
4260,5/25/18,Zoe’s,Cookies,Undeclared tree nuts (walnuts),Dough-to-Go,https://www.fda.gov/Safety/Recalls/ucm608979.htm
4261,5/25/18,Divvies,Benjamint Chocolate Bars,Undeclared milk,"Divvies, LLC",https://www.fda.gov/Safety/Recalls/ucm609002.htm
4262,5/25/18,WATAN DRY FRUITS,Dried Apricot,Undeclared sulfites,"Global Commodities, Inc.",https://www.fda.gov/Safety/Recalls/ucm609004.htm
4263,5/25/18,"X-Jow, Acne Shave","Pain Gel, Moisturizer, Shave Cream",Products may be contaminated with bacteria,Shadow Holdings,https://www.fda.gov/Safety/Recalls/ucm609003.htm
4264,5/24/18,New Seasons,"mini butter croissants, mini chocolate croissants",undeclared egg and undeclared soy lecithin,New Seasons Market LLC,https://www.fda.gov/Safety/Recalls/ucm608834.htm
4265,5/24/18,Pious Lion,Product containing kratom,Salmonella,Pious Lion,https://www.fda.gov/Safety/Recalls/ucm609032.htm
4266,5/23/18,"Castor & Pollux, Merrick",‎Beef dog treat varieties,Potential that they contain elevated levels of a naturally-occurring beef thyroid hormone,Merrick Pet Care,https://www.fda.gov/Safety/Recalls/ucm608655.htm
4267,5/23/18,Private Brand,Frozen Broccoli Cuts,Listeria monocytogenes,"Giant Food, LLC",https://www.fda.gov/Safety/Recalls/ucm608994.htm
4268,5/23/18,Private Brand,Frozen Broccoli Cuts,Listeria monocytogenes,Stop & Shop,https://www.fda.gov/Safety/Recalls/ucm609000.htm
4269,5/23/18,Private Brand,Frozen Broccoli Cuts,Listeria monocytogenes,"Giant Food Stores, LLC",https://www.fda.gov/Safety/Recalls/ucm608995.htm
4270,5/22/18,Golden International brand or none,Farm Raised Frozen whole tilapia fish IQF,Stolen and may be contaminated with Salmonella,Golden International Corporation,https://www.fda.gov/Safety/Recalls/ucm608581.htm
4271,5/22/18,"Ethanol Extraction/Lake Michigan Distilling Company, LLC",95% Ethyl Alcohol product,possible contamination with methanol,"Lake Michigan Distilling Company, LLC dba Ethanol Extraction",https://www.fda.gov/Safety/Recalls/ucm608579.htm
4272,5/21/18,Melanie,Mini Cookies with Caramel Flavor,Undeclared peanuts,Melanie Wholesale Inc.,https://www.fda.gov/Safety/Recalls/ucm608349.htm
4273,5/18/18,"MBI Distributing, Inc.",Various Homeopathic Products,Lack of adequate manufacturing controls,"MBI Distributing, Inc.",https://www.fda.gov/Safety/Recalls/ucm608180.htm
4274,5/18/18,Ziyad,Tahini,Salmonella,Ziyad Brothers Importing,https://www.fda.gov/Safety/Recalls/ucm608306.htm
4275,5/18/18,Melanie,Liubitelskie Cookies,Undeclared peanuts,Melanie Wholesale Inc.,https://www.fda.gov/Safety/Recalls/ucm608347.htm
4276,5/18/18,Snak Club,Tropical Trail Mix,"Undeclared Milk, Soy, Wheat or Cashews",Century Snacks LLC,https://www.fda.gov/Safety/Recalls/ucm608251.htm
4277,5/17/18,7K and Poseidon,7K and Poseidon 4500 Dietary Supplements,Undeclared Sildenafil and Tadalafil,Shoreside Enterprises,https://www.fda.gov/Safety/Recalls/ucm608074.htm
4278,5/17/18,Priano,Rosso Pesto Sauce,May contain undeclared milk and egg,BLM Products U. Vertriebsges,https://www.fda.gov/Safety/Recalls/ucm607963.htm
4279,5/16/18,The Peruchef,"Dry potato” and “Papa Seca Serrana""",Undeclared sulfites,Mas Food Services Co.,https://www.fda.gov/Safety/Recalls/ucm607887.htm
4280,5/14/18,Apotex Corporation,Piperacillin and Tazobactam for Injection,Elevated level of impurities,Apotex Corporation,https://www.fda.gov/Safety/Recalls/ucm607653.htm
4281,5/14/18,AuroMedics Pharma LLC,"Piperacillin and Tazobactam for injection, USP 3.375 g/vial",Presence of glass particulates,AuroMedics Pharma LLC,https://www.fda.gov/Safety/Recalls/ucm606789.htm
4282,5/11/18,Sugarfina,Sugar Cookies Products,Undeclared Egg,"Sugarfina, Inc.",https://www.fda.gov/Safety/Recalls/ucm607510.htm
4283,5/10/18,"Hickory Harvest, Heinens, and Liberty Snacks",ISLAND FRUIT MIX AND ORGANIC NUT MIX PRODUCTS,Potential Listeria monocytogenes,Hickory Harvest Foods,https://www.fda.gov/Safety/Recalls/ucm608230.htm
4284,5/8/18,Medline Remedy Essentials,No-Rinse Cleansing foam,Burkholderia cepacia complex (Bcc),Shadow Holdings dba Bocchi Laboratories,https://www.fda.gov/Safety/Recalls/ucm607087.htm
4285,5/4/18,Acadica,Kratom dietary supplement,Potential Salmonella contamination,"Badger Botanicals, LLC",https://www.fda.gov/Safety/Recalls/ucm606721.htm
4286,5/4/18,HeartMate 3,Left Ventricular Assist Device,Outflow graft twisting could occur post-implant,Abbott,https://www.fda.gov/Safety/Recalls/ucm609443.htm
